id,nombre,departamento,latitud,longitud,poblacion2022,superficieKm2,densidad,queryUsada,slug,displayName
loc-91,Las Carreras,Tafi del Valle,-26.929544,-65.773734,398,2.921000,136.255000,"Las Carreras, Tafi del Valle, Tucuman, Argentina",las-carreras,"Las Carreras, Los Alisos, Municipio de El Mollar, Departamento Tafí del Valle, Tucumán, T4137, Argentina"
loc-92,Las Cejas,Cruz Alta,-26.888459,-64.741166,2718,1.621000,1676.743000,"Las Cejas, Cruz Alta, Tucuman, Argentina",las-cejas,"Municipio de Las Cejas, Departamento Cruz Alta, Tucumán, T4178, Argentina"
loc-93,Las Piedritas,Cruz Alta,-26.800172,-65.133462,420,4.432000,94.765000,"Las Piedritas, Cruz Alta, Tucuman, Argentina",las-piedritas,"Las Piedritas, Alderetes, Departamento Cruz Alta, Tucumán, T4178, Argentina"
loc-95,Las Talas,Leales,-26.991807,-65.274543,387,4.633000,83.531000,"Las Talas, Leales, Tucuman, Argentina",las-talas,"Las Talas, Municipio de Las Talas, Departamento Leales, Tucumán, T4113, Argentina"
loc-96,Las Talitas (Villa Mariano Moreno - El Colmenar),Tafi Viejo,-26.775631,-65.186460,68921,15.440000,4463.795000,"Las Talitas (Villa Mariano Moreno - El Colmenar), Tafi Viejo, Tucuman, Argentina",las-talitas,"Policía Federal Argentina, Colombres, Barrio Soeme, El Colmenar, Las Talitas, Departamento Tafí Viejo, Tucumán, 4101, Argentina"
loc-97,La Tipa,Rio Chico,-27.386215,-65.720855,1141,2.000000,570.500000,"La Tipa, Rio Chico, Tucuman, Argentina",la-tipa,"La Tipa, Municipio de Los Sarmiento y La Tipa, Departamento Río Chico, Tucumán, T4153, Argentina"
loc-98,La Trinidad,Chicligasta,-27.414251,-65.516624,6584,2.813000,2340.562000,"La Trinidad, Chicligasta, Tucuman, Argentina",la-trinidad,"Municipio de Trinidad, Departamento Chicligasta, Tucumán, T4174, Argentina"
loc-99,La Tuquita,Tafi Viejo,-26.635280,-65.379274,142,1.401000,101.356000,"La Tuquita, Tafi Viejo, Tucuman, Argentina",la-tuquita,"La Tuquita, Tafí Viejo, Municipio de Raco, Departamento Tafí Viejo, Tucumán, T4103, Argentina"
loc-100,Los Aguirre,Lules,-26.792607,-65.217528,3977,6.154000,646.246000,"Los Aguirre, Tucuman, Argentina",los-aguirre,"Paso de los Andes, Vial I, Vial 1, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina"
loc-102,Los Costilla,Monteros,-27.220494,-65.470340,481,1.277000,376.664000,"Los Costilla, Monteros, Tucuman, Argentina",los-costilla,"Los Costilla, Municipio de León Rouges y Santa Rosa - Los Rojo, Departamento Monteros, Tucumán, T4142, Argentina"
loc-103,Los Gomez,Leales,-27.323138,-65.210974,689,2.555000,269.667000,"Los Gomez, Leales, Tucuman, Argentina",los-gomez,"Los Gómez, Municipio de Los Gómez, Departamento Leales, Tucumán, T4113, Argentina"
loc-104,Los Guchea,Chicligasta,-27.400038,-65.570243,447,4.694000,95.228000,"Los Guchea, Chicligasta, Tucuman, Argentina",los-guchea,"Los Guchea, Municipio de Alto Verde y Los Guchea, Departamento Chicligasta, Tucumán, T4174, Argentina"
loc-106,"Los Nogales (incl. Barrio Mutual San Martin, Barrio El Cruce)",Tafi Viejo,-26.711364,-65.219801,5188,6.094000,851.329000,"Los Nogales, Tafi Viejo, Tucuman, Argentina",los-nogales,"Los Nogales, Barrio El Cruce, Tafí Viejo, Municipio de Los Nogales, Departamento Tafí Viejo, Tucumán, T4103, Argentina"
loc-107,Los Pereyra,Cruz Alta,-26.946238,-64.882014,495,1.854000,266.990000,"Los Pereyra, Cruz Alta, Tucuman, Argentina",los-pereyra,"Los Pereyra, Municipio de Los Pereyra, Departamento Cruz Alta, Tucumán, T4178, Argentina"
loc-108,Los Pizarros,La Cocha,-27.747199,-65.636137,1171,5.865000,199.659000,"Los Pizarros, La Cocha, Tucuman, Argentina",los-pizarros,"Los Pizarro, San Ignacio, Municipio de San Ignacio, Departamento La Cocha, Tucumán, T4162, Argentina"
loc-109,Los Puestos,Leales,-27.280835,-65.017502,357,5.455000,65.445000,"Los Puestos, Leales, Tucuman, Argentina",los-puestos,"Municipio de Los Puestos, Departamento Leales, Tucumán, T4113, Argentina"
loc-110,Los Ralos,Cruz Alta,-26.888390,-64.998460,11431,2.271000,5033.465000,"Los Ralos, Cruz Alta, Tucuman, Argentina",los-ralos,"Municipio de Los Ralos, Departamento Cruz Alta, Tucumán, T4178, Argentina"
loc-111,Los Romano,Leales,-27.375464,-65.145278,502,3.242000,154.843000,"Los Romano, Leales, Tucuman, Argentina",los-romano,"Los Romano, Municipio de Los Puestos, Departamento Leales, Tucumán, T4113, Argentina"
loc-112,Los Sarmiento,Rio Chico,-27.414668,-65.691231,4575,2.368000,1932.010000,"Los Sarmiento, Rio Chico, Tucuman, Argentina",los-sarmiento,"Los Sarmiento, Municipio de Los Sarmiento y La Tipa, Departamento Río Chico, Tucumán, T4153, Argentina"
loc-113,Los Sosa,Monteros,-27.148594,-65.551574,320,1.076000,297.398000,"Los Sosa, Monteros, Tucuman, Argentina",los-sosa,"Los Sosa, Municipio de Los Sosa, Departamento Monteros, Tucumán, T4142, Argentina"
loc-114,Los Sueldos,Leales,-27.089629,-65.260924,451,3.204000,140.762000,"Los Sueldos, Leales, Tucuman, Argentina",los-sueldos,"Municipio de Quilmes y Los Sueldos, Departamento Leales, Tucumán, T4113, Argentina"
loc-115,Los Villagra,Cruz Alta,-26.962551,-65.211014,401,5.637000,71.137000,"Los Villagra, Cruz Alta, Tucuman, Argentina",los-villagra,"Los Villagra, Municipio de Los Bulacios y Los Villagras, Departamento Cruz Alta, Tucumán, T4178, Argentina"
loc-116,Los Zazos,Tafi del Valle,-26.626467,-65.871147,742,2.550000,290.980000,"Los Zazos, Tafi del Valle, Tucuman, Argentina",los-zazos,"Los Zazos, El Remate, Municipio de Amaicha del Valle, Departamento Tafí del Valle, Tucumán, T4137, Argentina"
loc-117,Macomitas,Burruyacu,-26.729778,-65.010270,1034,7.773000,133.025000,"Macomitas, Burruyacu, Tucuman, Argentina",macomitas,"San José de Macomitas, Municipio de El Chañar, Departamento Burruyacú, Tucumán, T4119, Argentina"
loc-118,Mancopa,Leales,-27.025288,-65.196911,1124,1.717000,654.630000,"Mancopa, Leales, Tucuman, Argentina",mancopa,"Mancopa, Municipio de Esquina y Mancopa, Departamento Leales, Tucumán, T4113, Argentina"
loc-119,Manuela Pedraza,Simoca,-27.225144,-65.357889,535,4.867000,109.924000,"Manuela Pedraza, Simoca, Tucuman, Argentina",manuela-pedraza,"Manuela Pedraza, Municipio de Manuela Pedraza, Departamento Simoca, Tucumán, T4172, Argentina"
loc-120,Manuel Garcia Fernandez,Leales,-26.955651,-65.270228,1412,4.848000,291.254000,"Manuel Garcia Fernandez, Leales, Tucuman, Argentina",manuel-garcia-fernandez,"Municipio de Manuel García Fernández, Departamento Leales, Tucumán, T4113, Argentina"
loc-121,Medina (Villa de Medinas),Chicligasta,-27.400916,-65.932471,1442,9.227000,156.280000,"Medina, Chicligasta, Tucuman, Argentina",medina,"Río Medina, Municipio de Alpachiri y El Molino, Municipio de Monte Bello, Departamento Chicligasta, Tucumán, T4174, Argentina"
loc-122,Monteagudo,Simoca,-27.512306,-65.279943,1523,1.302000,1169.739000,"Monteagudo, Simoca, Tucuman, Argentina",monteagudo,"Municipio de Monteagudo, Departamento Simoca, Tucumán, T4172, Argentina"
loc-123,Monte Bello,Rio Chico,-27.377259,-65.748423,786,4.687000,167.698000,"Monte Bello, Rio Chico, Tucuman, Argentina",monte-bello,"Monte Bello, Municipio de Monte Bello, Departamento Río Chico, Tucumán, T4153, Argentina"
loc-124,Monteros,Monteros,-27.165325,-65.497220,31001,9.214000,3364.554000,"Monteros, Monteros, Tucuman, Argentina",monteros,"Monteros, Municipio de Monteros, Departamento Monteros, Tucumán, T4142, Argentina"
loc-125,Nueva Trinidad,Simoca,-27.488183,-65.489824,486,1.387000,350.397000,"Nueva Trinidad, Simoca, Tucuman, Argentina",nueva-trinidad,"Nueva Trinidad, Municipio de Río Chico y Nueva Trinidad, Departamento Simoca, Tucumán, T4172, Argentina"
loc-126,Pacara,Cruz Alta,-26.898686,-65.150497,1066,3.310000,322.054000,"Pacara, Cruz Alta, Tucuman, Argentina",pacara,"Pacará, Pozo de Alto, Banda del Río Salí, Departamento Cruz Alta, Tucumán, T4178, Argentina"
loc-127,Padilla,Famailla,-27.053282,-65.397709,762,2.347000,324.670000,"Padilla, Famailla, Tucuman, Argentina",padilla,"Ernesto Padilla, Barrio Elías Pérez, Barrio San martin, Famaillá, Municipio de Famaillá, Departamento Famaillá, Tucumán, T4132, Argentina"
loc-128,Paso de las Lanzas,Burruyacu,-26.622085,-65.184014,172,1.531000,112.345000,"Paso de las Lanzas, Burruyacu, Tucuman, Argentina",paso-de-las-lanzas,"Paso de las Lanzas, Municipio de El Timbó, Departamento Burruyacú, Tucumán, T4119, Argentina"
loc-129,Pueblo Independencia (Santa Rosa y Los Rojo),Monteros,-27.192447,-65.492730,5056,1.482000,3411.606000,"Pueblo Independencia (Santa Rosa y Los Rojo), Monteros, Tucuman, Argentina",pueblo-independencia,"Río Pueblo Viejo, Municipio de León Rouges y Santa Rosa - Los Rojo, Departamento Monteros, Tucumán, T4142, Argentina"
loc-130,Raco,Tafi Viejo,-26.676213,-65.425569,1754,12.620000,138.986000,"Raco, Tafi Viejo, Tucuman, Argentina",raco,"Raco, Tafí Viejo, Municipio de Raco, Departamento Tafí Viejo, Tucumán, T4103, Argentina"
loc-131,Ranchillos,Cruz Alta,-26.956935,-65.047470,8844,2.104000,4203.422000,"Ranchillos, Cruz Alta, Tucuman, Argentina",ranchillos,"Municipio de Ranchillos y San Miguel, Departamento Cruz Alta, Tucumán, T4178, Argentina"
loc-132,Rio Chico,Rio Chico,-27.465270,-65.633848,901,3.727000,241.749000,"Rio Chico, Rio Chico, Tucuman, Argentina",rio-chico,"Río Chico, Municipio de Aguilares, Municipio de Santa Ana, Departamento Río Chico, Tucumán, T4153, Argentina"
loc-133,Rio Colorado,Leales,-27.150377,-65.355795,2287,1.400000,1633.571000,"Rio Colorado, Leales, Tucuman, Argentina",rio-colorado,"Municipio de Río Colorado, Departamento Leales, Tucumán, T4113, Argentina"
loc-134,Rio Nio,Burruyacu,-26.438247,-65.005778,521,2.421000,215.200000,"Rio Nio, Burruyacu, Tucuman, Argentina",rio-nio,"Río del Nío, Municipio de Villa Padre Monti, Departamento Burruyacú, Tucumán, T4119, Argentina"
loc-135,Rio Seco,Monteros,-27.267558,-65.559154,7401,2.945000,2513.073000,"Rio Seco, Monteros, Tucuman, Argentina",rio-seco,"Municipio de Río Seco, Departamento Monteros, Tucumán, T4142, Argentina"
loc-136,Rumi Punco,La Cocha,-27.984836,-65.573965,1177,1.535000,766.775000,"Rumi Punco, La Cocha, Tucuman, Argentina",rumi-punco,"Municipio de Rumi Punco, Departamento La Cocha, Tucumán, 4164, Argentina"
loc-137,San Andres,Cruz Alta,-26.899346,-65.196928,9293,5.038000,1844.581000,"San Andres, Cruz Alta, Tucuman, Argentina",san-andres,"Municipio de San Andrés, Departamento Cruz Alta, Tucumán, T4178, Argentina"
loc-138,San Gabriel,Famailla,-27.071922,-65.461213,446,5.271000,84.614000,"San Gabriel, Famailla, Tucuman, Argentina",san-gabriel,"San Gabriel del Monte, Municipio de Famaillá, Departamento Famaillá, Tucumán, T4132, Argentina"
loc-139,San Isidro de Lules (Lules),Lules,-26.957957,-65.352935,27229,7.196000,3783.908000,"San Isidro de Lules (Lules), Lules, Tucuman, Argentina",san-isidro-de-lules,"RCA Argentina, La Reducción, Municipio de Lules, Departamento Lules, Tucumán, T4129, Argentina"
loc-140,San Javier,Tafi Viejo,-26.782439,-65.392599,804,3.131000,256.787000,"San Javier, Tafi Viejo, Tucuman, Argentina",san-javier,"Parque Sierra de San Javier, Tafí Viejo, Municipio de Raco, Departamento Tafí Viejo, Tucumán, T4103, Argentina"
loc-141,San Jose de Buena Vista,Leales,-27.108068,-65.386712,498,4.931000,100.994000,"San Jose de Buena Vista, Leales, Tucuman, Argentina",san-jose-de-buena-vista,"Escuela Secundaria San José De Buena Vista, RP323, Famaillá, Municipio de Río Colorado, Departamento Leales, Tucumán, 4166, Argentina"
loc-142,San Jose de La Cocha,La Cocha,-27.729435,-65.582656,497,6.870000,72.344000,"San Jose de La Cocha, La Cocha, Tucuman, Argentina",san-jose-de-la-cocha,"Municipio de San José de La Cocha, Departamento La Cocha, Tucumán, 4163, Argentina"
loc-143,San Miguel de Tucuman (Est. Tucuman),Capital,-26.830370,-65.203813,587289,89.780000,6541.423000,"San Miguel de Tucuman, Capital, Tucuman, Argentina",san-miguel-de-tucuman,"San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina"
loc-144,San Pablo (Ingenio San Pablo),Lules,-26.884348,-65.312608,14555,10.500000,1386.190000,"San Pablo (Ingenio San Pablo), Lules, Tucuman, Argentina",san-pablo,"Escuela Media de San Pablo, Virgen del Pilar, San Pablo, Municipio de San Pablo y Villa Nougués, Departamento Lules, Tucumán, 4129, Argentina"
loc-145,San Pedro de Colalao,Trancas,-26.234855,-65.494916,5443,5.572000,976.849000,"San Pedro de Colalao, Trancas, Tucuman, Argentina",san-pedro-de-colalao,"Municipio de San Pedro de Colalao, Departamento Trancas, Tucumán, T4124, Argentina"
loc-147,San Ramon,Leales,-27.098843,-65.328177,254,2.200000,115.455000,"San Ramon, Leales, Tucuman, Argentina",san-ramon,"San Ramón, Municipio de Bella Vista, Departamento Leales, Tucumán, T4113, Argentina"
loc-148,Santa Ana,Rio Chico,-27.472209,-65.683687,10704,3.892000,2750.257000,"Santa Ana, Rio Chico, Tucuman, Argentina",santa-ana,"Municipio de Santa Ana, Departamento Río Chico, Tucumán, T4153, Argentina"
loc-149,Santa Cruz,Simoca,-27.389424,-65.458221,457,6.327000,72.230000,"Santa Cruz, Simoca, Tucuman, Argentina",santa-cruz,"Santa Cruz, Municipio de Santa Cruz y La Tuna, Departamento Simoca, Tucumán, T4172, Argentina"
loc-150,Santa Lucia,Monteros,-27.097552,-65.536434,6997,1.458000,4799.040000,"Santa Lucia, Monteros, Tucuman, Argentina",santa-lucia,"Municipio de Santa Lucía, Departamento Monteros, Tucumán, T4142, Argentina"
loc-151,Santa Rosa de Leales,Leales,-27.137803,-65.260892,3153,1.651000,1909.752000,"Santa Rosa de Leales, Leales, Tucuman, Argentina",santa-rosa-de-leales,"Municipio de Santa Rosa de Leales, Departamento Leales, Tucumán, T4113, Argentina"
loc-152,Sargento Moya,Monteros,-27.228303,-65.660087,727,2.249000,323.255000,"Sargento Moya, Monteros, Tucuman, Argentina",sargento-moya,"Municipio de Sargento Moya, Departamento Monteros, Tucumán, T4142, Argentina"
loc-153,Simoca,Simoca,-27.262655,-65.356617,12836,3.042000,4219.592000,"Simoca, Simoca, Tucuman, Argentina",simoca,"Simoca, Municipio de Simoca, Departamento Simoca, Tucumán, T4172, Argentina"
loc-154,Soldado Maldonado,Monteros,-27.144145,-65.565610,101,2.759000,36.607000,"Soldado Maldonado, Monteros, Tucuman, Argentina",soldado-maldonado,"Municipio de Soldado Maldonado, Departamento Monteros, Tucumán, T4142, Argentina"
loc-155,Tacanas,Leales,-27.138303,-64.810011,647,9.472000,68.307000,"Tacanas, Leales, Tucuman, Argentina",tacanas,"Tacanas, Municipio de Estación Aráoz y Tacanas, Departamento Leales, Tucumán, T4113, Argentina"
loc-156,Taco Ralo,Graneros,-27.835735,-65.195914,1595,1.411000,1130.404000,"Taco Ralo, Graneros, Tucuman, Argentina",taco-ralo,"Municipio de Taco Ralo, Departamento Graneros, Tucumán, T4159, Argentina"
loc-157,Tafi del Valle,Tafi del Valle,-26.851974,-65.710812,7901,23.970000,329.620000,"Tafi del Valle, Tafi del Valle, Tucuman, Argentina",tafi-del-valle,"Municipio de Tafí del Valle, Departamento Tafí del Valle, Tucumán, T4137, Argentina"
loc-158,"Tafi Viejo (incl. Diagonal Norte, Barrio Lomas de Tafi, Barrio Parada 14, Barrio U.T.A. II, Villa Las Flores)",Tafi Viejo,-26.731805,-65.253318,85043,21.370000,3979.551000,"Tafi Viejo, Tafi Viejo, Tucuman, Argentina",tafi-viejo,"Tafi Viejo, Alsina, Tafí Viejo, Departamento Tafí Viejo, Tucumán, T4103, Argentina"
loc-159,Tapia,Trancas,-26.594341,-65.278693,1117,3.752000,297.708000,"Tapia, Trancas, Tucuman, Argentina",tapia,"Tapia, Municipio de Tapia, Departamento Trancas, Tucumán, T4124, Argentina"
loc-160,Taruca Pampa,Burruyacu,-26.577039,-64.825973,1276,1.570000,812.739000,"Taruca Pampa, Burruyacu, Tucuman, Argentina",taruca-pampa,"Taruca Pampa, Municipio de Benjamín Aráoz y El Tajamar, Departamento Burruyacú, Tucumán, T4119, Argentina"
loc-161,Teniente Berdina,Monteros,-27.050398,-65.487769,1254,1.254000,1000.000000,"Teniente Berdina, Monteros, Tucuman, Argentina",teniente-berdina,"Municipio de Teniente Berdina, Departamento Monteros, Tucumán, T4142, Argentina"
loc-162,Timbo Nuevo,Burruyacu,-26.699631,-65.113649,449,1.950000,230.256000,"Timbo Nuevo, Burruyacu, Tucuman, Argentina",timbo-nuevo,"Timbo Nuevo, Municipio de El Timbó, Departamento Burruyacú, Tucumán, T4119, Argentina"
loc-163,Timbo Viejo,Burruyacu,-26.664085,-65.130933,543,4.638000,117.076000,"Timbo Viejo, Burruyacu, Tucuman, Argentina",timbo-viejo,"Timbó Viejo, Municipio de El Timbó, Departamento Burruyacú, Tucumán, T4119, Argentina"
loc-164,Villa Belgrano,Juan Bautista Alberdi,-27.523572,-65.615558,1946,2.974000,654.338000,"Villa Belgrano, Juan Bautista Alberdi, Tucuman, Argentina",villa-belgrano,"Escuela Secundaria de Villa Belgrano, Ruta Nacional 38, Juan Bautista Alberdi, Villa Belgrano, Municipio de Colonia Villa Belgrano, Departamento Juan Bautista Alberdi, Tucumán, 4158, Argentina"
loc-165,Villa Benjamin Araoz,Burruyacu,-26.557272,-64.799258,2262,3.723000,607.575000,"Villa Benjamin Araoz, Burruyacu, Tucuman, Argentina",villa-benjamin-araoz,"Benjamín Aráoz, Municipio de Benjamín Aráoz y El Tajamar, Departamento Burruyacú, Tucumán, T4119, Argentina"
loc-166,Villa Burruyacu,Burruyacu,-26.712321,-65.097342,2972,1.011000,2939.664000,"Villa Burruyacu, Burruyacu, Tucuman, Argentina",villa-burruyacu,"Villa Los Britos, Municipio de El Timbó, Departamento Burruyacú, Tucumán, T4119, Argentina"
loc-167,Villa Chicligasta,Simoca,-27.434189,-65.164469,1427,2.687000,531.076000,"Villa Chicligasta, Simoca, Tucuman, Argentina",villa-chicligasta,"Municipio de Villa de Chicligasta, Departamento Simoca, Tucumán, T4172, Argentina"
loc-168,Villa Clodomiro Hileret,Rio Chico,-27.473914,-65.658240,1322,9.991000,132.319000,"Villa Clodomiro Hileret, Rio Chico, Tucuman, Argentina",villa-clodomiro-hileret,"Villa Clodomiro Hileret, Municipio de Santa Ana, Departamento Río Chico, Tucumán, T4153, Argentina"
loc-169,Villa de Leales,Leales,-27.193748,-65.310329,289,1.831000,157.837000,"Villa de Leales, Leales, Tucuman, Argentina",villa-de-leales,"Municipio de Villa de Leales, Departamento Leales, Tucumán, T4113, Argentina"
loc-170,Villa de Trancas,Trancas,-26.254356,-65.505381,7151,2.741000,2608.902000,"Villa de Trancas, Trancas, Tucuman, Argentina",villa-de-trancas,"Villa Los Sauces, Municipio de Trancas, Departamento Trancas, Tucumán, T4124, Argentina"
loc-171,Villa Fiad (- Ingenio Leales; incl. Pala Pala),Leales,-27.069590,-65.233245,5261,4.196000,1253.813000,"Villa Fiad, Leales, Tucuman, Argentina",villa-fiad,"Villa Fiad, Departamento Leales, Tucumán, T4113, Argentina"
loc-172,Villa Nougues,Lules,-26.849914,-65.380426,115,4.044000,28.437000,"Villa Nougues, Lules, Tucuman, Argentina",villa-nougues,"Villa Nougués, Municipio de San Pablo y Villa Nougués, Departamento Lules, Tucumán, T4128, Argentina"
loc-173,Villa Padre Monti,Burruyacu,-26.510827,-64.994394,393,8.319000,47.241000,"Villa Padre Monti, Burruyacu, Tucuman, Argentina",villa-padre-monti,"Municipio de Villa Padre Monti, Departamento Burruyacú, Tucumán, T4119, Argentina"
loc-174,Villa Quinteros,Monteros,-27.251895,-65.549699,6826,3.271000,2086.824000,"Villa Quinteros, Monteros, Tucuman, Argentina",villa-quinteros,"Municipio de Villa Quinteros, Departamento Monteros, Tucumán, T4142, Argentina"
loc-175,Villa Regina,Leales,-27.082747,-65.245818,861,7.722000,111.500000,"Villa Regina, Leales, Tucuman, Argentina",villa-regina,"Villa Regina, Municipio de Quilmes y Los Sueldos, Villa Fiad, Departamento Leales, Tucumán, T4113, Argentina"
loc-176,Villa San Javier,Yerba Buena,-26.788151,-65.359335,833,4.673000,178.258000,"Villa San Javier, Yerba Buena, Tucuman, Argentina",villa-san-javier,"San Javier, Municipio de San Javier, Departamento Yerba Buena, Tucumán, T4107, Argentina"
loc-177,Vipos,Trancas,-26.480891,-65.346545,51,4.210000,12.114000,"Vipos, Trancas, Tucuman, Argentina",vipos,"Vipos, Municipio de Trancas, Municipio de Tapia, Departamento Trancas, Tucumán, T4124, Argentina"
loc-178,Yanima,La Cocha,-27.643660,-65.663192,400,2.824000,141.643000,"Yanima, La Cocha, Tucuman, Argentina",yanima,"Yánima, Municipio de El Sacrificio, Departamento La Cocha, Tucumán, Argentina"
loc-179,Yerba Buena,Lules,-26.812158,-65.298171,2314,1.098000,2107.468000,"Yerba Buena, Tucuman, Argentina",yerba-buena,"Yerba Buena, Departamento Yerba Buena, Tucumán, T4107, Argentina"
loc-180,Yerba Buena (- Marcos Paz),Yerba Buena,-26.816501,-65.270338,7924,30.780000,257.440000,"Yerba Buena (- Marcos Paz), Yerba Buena, Tucuman, Argentina",yerba-buena,"Antártida Argentina, Marcos Paz, Yerba Buena, Departamento Yerba Buena, Tucumán, T4107, Argentina"
loc-181,Zavalia,Monteros,-26.875249,-65.220339,402,5.464000,73.572000,"Zavalia, Tucuman, Argentina",zavalia,"Doctor Joaquín Zavalía, Villa Angelina, Ex Ingenio Amalia, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina"
